iter	MultiClass
869	0.5436987643
870	0.543295711
871	0.5431313518
872	0.5426827627
873	0.5422176391
874	0.5420061082
875	0.5417027617
876	0.5412619585
877	0.5408313883
878	0.540631705
879	0.5402740153
880	0.5400044202
881	0.5394066566
882	0.5389517555
883	0.5384394262
884	0.538146023
885	0.5378583131
886	0.5375499249
887	0.5372845679
888	0.5370689807
889	0.5368800424
890	0.5365841405
891	0.536371162
892	0.5360677785
893	0.535736091
894	0.53548448
895	0.5353359948
896	0.5350119774
897	0.5344994222
898	0.534244094
899	0.5339515204
900	0.533653815
901	0.5333950743
902	0.5327537004
903	0.5324908805
904	0.5322010266
905	0.5318424674
906	0.5316648099
907	0.5315805444
908	0.531168953
909	0.5309523443
910	0.5304973892
911	0.5301619346
912	0.5296195404
913	0.529423231
914	0.529068056
915	0.5289012799
916	0.5286988741
917	0.5285008612
918	0.5282222433
919	0.5277172422
920	0.5273517843
921	0.5270047482
922	0.5266432892
923	0.5263806032
924	0.526196772
925	0.5259805905
926	0.5255348187
927	0.5251442282
928	0.5247877393
929	0.5243018026
930	0.5238062622
931	0.5234555062
932	0.5231714857
933	0.5228285634
934	0.5226948782
935	0.5221875887
936	0.5218468823
937	0.5213219223
938	0.5210073704
939	0.5207224
940	0.5204650275
941	0.5200188839
942	0.5197434269
943	0.5195164482
944	0.5192506985
945	0.5189481355
946	0.5187618549
947	0.5185534554
948	0.5183761724
949	0.5180581902
950	0.5177232671
951	0.5173964838
952	0.5171121538
953	0.5169048127
954	0.5166371868
955	0.5164683176
956	0.5162475555
957	0.5159729406
958	0.515818283
959	0.5156977122
960	0.5154972049
961	0.5151736169
962	0.5150158676
963	0.5147444462
964	0.5144657607
965	0.5141690166
966	0.513938895
967	0.5134303491
968	0.5131070854
969	0.5129551756
970	0.5123784832
971	0.5119886255
972	0.5117918563
973	0.5113612324
974	0.511106368
975	0.5109069117
976	0.5107435245
977	0.5105549661
978	0.5101969378
979	0.5100152577
980	0.509830215
981	0.5094840859
982	0.5089644479
983	0.5086671025
984	0.5082689064
985	0.5079197264
986	0.507682203
987	0.5074337945
988	0.507272234
989	0.5071155168
990	0.5069018162
991	0.5064973746
992	0.5062888076
993	0.5059918017
994	0.5056067009
995	0.5054724245
996	0.5052276081
997	0.5048918669
998	0.504629222
999	0.5044466152
